RefSeq ID	spacer_start	spacer_end	direction	confidence
LT906662	668493	668529	R	HIGH
LT906662	673010	673047	R	HIGH
NZ_JEOA01000012	65438	65470	R	HIGH
LT907978	2072080	2072113	F	LOW
LT907978	2071877	2071910	F	HIGH
LT907978	2072146	2072180	R	MEDIUM
OENA01000013	115204	115234	F	LOW
OLKQ01000017	59859	59891	F	LOW
NZ_ACKO02000018	2304	2338	R	LOW
AEPA01000236	21070	21102	R	LOW
CZZV01000014	45750	45786	R	MEDIUM
AKWB01000066	10724	10756	R	HIGH
AKWB01000066	10724	10756	R	HIGH
LTBH01000003	88757	88789	F	HIGH
AKWB01000066	10724	10756	R	HIGH
AKWB01000066	10724	10756	R	HIGH
CBLF010000809	319	351	F	HIGH
NZ_CP024916	4299897	4299929	R	HIGH
NZ_CP024916	4301484	4301516	R	HIGH
NZ_CP024916	4299897	4299929	R	HIGH
NZ_CP024916	4301484	4301516	R	HIGH
NZ_BBVZ01000003	114936	114968	R	HIGH
NZ_ALED01000027	603319	603351	F	HIGH
NZ_ALUD01000026	45042	45072	R	HIGH
NZ_NGSV01000002	228973	229005	R	MEDIUM
NZ_CP026711	1586973	1587005	F	MEDIUM
NZ_CQCY01000001	16226	16256	F	HIGH
NZ_CHDM01000001	244049	244079	R	HIGH
NZ_ADIW01000014	127427	127459	F	HIGH
NZ_AJWO01000014	77510	77542	F	MEDIUM
NZ_LNIP01000047	225335	225367	F	HIGH
NZ_LYDD01000108	55847	55879	F	HIGH
NZ_JZOH01000017	205152	205184	F	HIGH
NZ_JZOM01000014	190950	190982	F	HIGH
NZ_JZNO01000018	191287	191319	F	HIGH
NZ_FUQJ01000002	172328	172365	F	MEDIUM
NZ_JZPG01000029	124	156	R	LOW
NZ_JZQS01000060	114	146	R	LOW
NZ_JZPW01000006	205493	205525	F	HIGH
NZ_JZMZ01000040	205169	205201	F	HIGH
NZ_NOFI01000010	125621	125653	F	MEDIUM
NZ_NOBQ01000009	55546	55578	F	HIGH
NZ_NNZP01000020	58240	58272	F	MEDIUM
NZ_NMDL01000009	45551	45583	R	LOW
NZ_NMBW01000002	186452	186484	F	HIGH
NZ_NJJQ01000002	125923	125955	F	MEDIUM
NZ_FUTA01000001	649256	649293	R	MEDIUM
NZ_NIEG01000010	329469	329501	F	LOW
NZ_NIEH01000011	4841	4873	F	LOW
NZ_NOFU01000006	57013	57045	F	LOW
NZ_NMCT01000001	656719	656751	F	LOW
NZ_MAKQ01000094	1460	1492	F	MEDIUM
NZ_MAKQ01000094	1460	1492	F	MEDIUM
NZ_AYQT01000010	11214	11247	R	HIGH
NZ_NMFB01000001	63689	63722	R	HIGH
NZ_KI533620	69882	69915	F	HIGH
NZ_AJWP01000197	1684	1717	F	HIGH
NZ_NDFB01000048	1517	1549	R	MEDIUM
NZ_GG772474	64107	64140	R	HIGH
NZ_LQUA01000033	4084	4117	F	HIGH
NZ_MKHD01000006	105000	105033	R	HIGH
NZ_MAWV01000011	138713	138743	R	HIGH
NZ_JQQF01000078	9363	9398	R	HIGH
NZ_MBKI01000022	44036	44066	R	MEDIUM
NZ_AKHH01000019	1416	1451	R	HIGH
NZ_AHQM01000373	11107	11145	F	HIGH
NZ_MAMX01000006	6524	6554	F	MEDIUM
NZ_BCPK01000154	132291	132323	R	HIGH
NZ_JZQS01000005	159025	159057	R	LOW
NZ_JUSC01000137	45819	45851	F	HIGH
NZ_MXPD01000003	149453	149486	R	HIGH
NZ_ALTN01000010	258314	258344	F	HIGH
NZ_AMIS01000177	55161	55193	F	LOW
NZ_LHSU01000001	123191	123223	R	MEDIUM
NZ_NMDO01000067	2138	2170	F	HIGH
NZ_LLFL01000015	5989	6022	R	LOW
NZ_AHQD01000190	7310	7344	F	MEDIUM
NZ_AFLU02000045	62760	62795	R	LOW
NZ_AHMG02000056	150286	150321	F	HIGH
NZ_AFJK02000056	57156	57191	R	LOW
NZ_ANMV01000107	23559	23594	F	HIGH
NZ_ANMW01000068	46942	46977	R	LOW
NZ_ANMX01000158	46880	46915	R	LOW
NZ_ALQT01000013	125159	125192	R	HIGH
NZ_ANDO01000020	105091	105124	R	HIGH
NZ_ALRZ02000013	124595	124628	R	HIGH
NZ_CGGK01000005	43945	43978	F	HIGH
NZ_LLFE01000024	10405	10437	F	MEDIUM
NCNC01000050	14671	14703	F	HIGH
NZ_ALUM01000014	44508	44538	R	HIGH
NZ_KV828193	44769	44799	F	LOW
NZ_AMHH01000274	1406	1438	F	LOW
NZ_MAWT01000033	1094	1124	R	HIGH
NZ_ANDH01000082	72485	72515	F	HIGH
NC_009253	1082924	1082961	F	HIGH
NZ_KV835814	214234	214264	F	HIGH
NZ_LBLD01000019	44943	44973	R	HIGH
NZ_ALQK01000030	44946	44976	R	HIGH
NZ_ANDJ01000170	40896	40926	R	MEDIUM
NZ_ALSU01000029	182139	182169	F	LOW
NCNQ01000026	14671	14703	F	HIGH
NZ_ALUL01000038	223293	223323	F	LOW
NZ_ALUQ01000040	166	196	R	LOW
NZ_CGCF01000001	43066	43096	R	HIGH
NZ_CPXT01000002	153195	153225	F	LOW
NZ_CQDC01000001	164958	164988	F	LOW
NZ_CQBS01000001	222430	222460	F	LOW
NZ_CPXP01000001	43066	43096	R	MEDIUM
NZ_CPVL01000003	24553	24583	R	HIGH
NZ_CGCK01000001	5939	5969	R	MEDIUM
NCNQ01000026	12962	12994	F	HIGH
NZ_CPZV01000002	5939	5969	R	MEDIUM
NZ_LBKB01000024	44164	44194	R	HIGH
NZ_LCTR01000037	43479	43509	R	HIGH
NZ_LCUX01000013	153631	153661	F	LOW
NZ_LCVO01000038	135772	135802	F	LOW
NZ_LCWA01000025	43656	43686	R	HIGH
NZ_CP011329	922021	922051	F	LOW
NZ_LBLI01000045	223588	223618	F	LOW
NZ_CQBZ01000009	42934	42964	R	HIGH
NCOH01000021	188369	188402	F	LOW
NZ_LDAC01000030	150343	150373	F	LOW
NZ_LDAN01000005	42942	42972	R	HIGH
NZ_LBLJ01000018	43179	43209	R	HIGH
NZ_AZIR01000039	24806	24836	R	HIGH
NZ_ALTP01000013	154416	154446	F	LOW
NZ_ALQZ01000115	68659	68689	F	LOW
NZ_LCZU01000035	154935	154965	F	LOW
NZ_CPWV01000006	1256	1286	R	HIGH
NZ_KV793864	153502	153532	R	LOW
NCOV01000019	182541	182573	R	HIGH
NZ_AMIS01000177	55281	55313	F	LOW
NZ_LCVB01000032	44692	44722	R	LOW
NC_007432	986677	986707	F	MEDIUM
NZ_ALRG01000016	43439	43469	R	HIGH
NZ_ANDT01000030	95066	95096	F	MEDIUM
NZ_AHNR02000001	26673	26711	F	HIGH
NZ_ANDY01000025	45436	45466	R	HIGH
NZ_MYKV01000176	7793	7825	F	HIGH
NZ_JYYW01000001	30	62	F	HIGH
NZ_MYLI01000002	281533	281565	F	HIGH
NCPJ01000026	159917	159949	R	HIGH
NZ_MYKU01000114	4506	4538	F	HIGH
NZ_NPLI01000003	212321	212353	F	HIGH
NZ_NJEW02000001	2652215	2652247	R	HIGH
NZ_JYTY01000014	258023	258055	F	HIGH
NZ_LKJF01000024	161172	161204	R	HIGH
NZ_LKJL01000002	159906	159938	R	HIGH
NZ_LKJG01000021	23237	23269	F	HIGH
NZ_LKJH01000001	164849	164881	R	HIGH
NZ_MXJF01000002	281537	281569	F	HIGH
NZ_MXIA01000002	105377	105409	R	HIGH
NCPU01000005	142443	142475	R	LOW
NZ_MXHR01000003	465218	465250	F	HIGH
NZ_MXHL01000112	12389	12421	F	HIGH
NZ_MXFW01000004	11401	11433	R	HIGH
NZ_MXEY01000034	41017	41049	F	HIGH
NZ_JYYE01000019	212	244	R	HIGH
NZ_JYZA01000018	107286	107318	F	HIGH
NZ_LHDW01000025	113654	113686	F	HIGH
NZ_LHEJ01000015	456	488	R	HIGH
NZ_LHHM01000014	187314	187346	R	HIGH
NZ_LHJG01000015	303206	303238	F	HIGH
NCPU01000005	151727	151760	R	LOW
NZ_LINN01000004	159906	159938	R	HIGH
NZ_LHKE01000006	161865	161897	F	HIGH
NZ_LHLQ01000005	205746	205778	F	HIGH
NZ_LHMV01000022	64282	64314	R	HIGH
NZ_LHNF01000001	147501	147533	R	HIGH
NZ_LHOP01000009	212422	212454	F	HIGH
NZ_MZDG01000001	224733	224765	F	MEDIUM
NZ_MYCP01000003	176805	176837	F	MEDIUM
NZ_MXXL01000005	176745	176777	F	MEDIUM
NZ_MYCA01000002	104539	104571	R	HIGH
NZ_LT827018	305895	305941	F	LOW
NZ_MXMJ01000010	98855	98887	R	MEDIUM
NZ_ANHR01000062	98842	98874	R	MEDIUM
NZ_MXOM01000007	98853	98885	R	MEDIUM
NZ_AUWH01000014	277239	277268	F	LOW
NZ_MBKY01000021	342	372	R	HIGH
NZ_MAWL01000034	302	332	R	LOW
NZ_MAWL01000028	103	133	F	HIGH
NZ_MAWL01000028	103	133	F	HIGH
NZ_MAWL01000034	302	332	R	LOW
NZ_MAWN01000012	188	218	F	HIGH
NZ_LT827018	305895	305941	F	LOW
NZ_MAWN01000032	584	614	R	LOW
NZ_MAWN01000036	452	482	R	LOW
NZ_MAWN01000049	122	152	R	LOW
NZ_MAWR01000024	518	548	R	HIGH
NZ_MAWR01000035	517	547	R	LOW
NZ_MAWU01000021	386	416	F	LOW
NZ_MAWU01000039	186	216	R	LOW
NZ_MAWU01000048	37	67	F	HIGH
NZ_MBKJ01000010	43948	43978	R	LOW
NZ_MBKJ01000036	301	331	F	LOW
NZ_FWPB01000024	4933	4965	R	MEDIUM
NZ_MBKJ01000046	452	482	F	HIGH
NZ_MBKJ01000051	38	68	R	LOW
NZ_MBKJ01000051	38	68	R	LOW
NZ_MBLD01000030	408	438	F	LOW
NZ_MBKY01000021	210	240	R	HIGH
NZ_MANC01000022	277514	277544	F	MEDIUM
NZ_MAND01000011	277403	277433	F	LOW
NZ_MANG01000022	44630	44660	R	HIGH
NZ_MAVX01000033	408	438	R	HIGH
NZ_MAWB01000033	277649	277679	F	LOW
NZ_FWNC01000049	2834	2866	F	LOW
NZ_MAWD01000022	169	199	R	LOW
NZ_MAWJ01000010	44231	44261	R	HIGH
NZ_MAWK01000022	44036	44066	R	HIGH
NZ_MAWM01000011	277323	277353	F	LOW
NZ_CPYV01000001	417022	417052	F	LOW
NZ_MAWT01000033	698	728	R	HIGH
NZ_MBKJ01000007	53233	53263	F	HIGH
NZ_MBLD01000011	277386	277416	F	MEDIUM
NZ_MBKW01000029	44826	44856	R	HIGH
NZ_KQ957710	233141	233170	F	HIGH
NZ_FWOZ01000027	4929	4961	R	MEDIUM
NZ_CDEM01000007	261107	261137	F	HIGH
NZ_LBKN01000016	199298	199328	R	HIGH
NZ_MAWN01000049	188	218	R	LOW
NZ_MAWH01000011	44366	44396	R	MEDIUM
NZ_MAWJ01000010	44429	44459	R	HIGH
NZ_MAWK01000022	44234	44264	R	MEDIUM
NZ_MAWL01000011	500	530	R	HIGH
NZ_MAWN01000022	122	151	R	LOW
NZ_MAWJ01000010	44495	44525	R	HIGH
NZ_AJMM01000026	64362	64393	R	MEDIUM
NZ_FWOI01000023	4929	4961	R	MEDIUM
NZ_CP024874	918511	918543	R	LOW
NZ_ALQN01000018	90543	90573	R	HIGH
NZ_NOGI01000011	100006	100038	R	HIGH
NZ_KE376176	277523	277553	F	LOW
NZ_KE376168	44244	44273	F	LOW
NZ_MYDY01000001	164055	164087	R	LOW
NZ_MZFI01000004	164204	164236	R	LOW
NZ_MZAG01000008	861	893	F	MEDIUM
NZ_JQXY01000050	108653	108685	R	LOW
NZ_MZFC01000004	255836	255868	F	MEDIUM
NZ_FWMX01000029	37719	37751	F	LOW
NZ_MYZR01000011	108698	108730	R	LOW
NZ_MZEZ01000015	17403	17435	F	MEDIUM
NZ_MYZK01000012	17427	17459	F	MEDIUM
NZ_MXWJ01000002	255367	255399	F	MEDIUM
NZ_ALQN01000018	90609	90639	R	HIGH
NZ_LSZR01000079	26454	26486	F	MEDIUM
NZ_KE698882	722673	722705	F	HIGH
NZ_NODW01000002	460477	460509	F	MEDIUM
NZ_NOQP01000001	259064	259096	F	MEDIUM
NZ_NOOZ01000005	153483	153515	F	MEDIUM
NZ_JSVM01000002	305967	305999	F	HIGH
NZ_JSGU01000050	252118	252150	F	MEDIUM
NZ_JSGA01000039	259611	259643	F	MEDIUM
NZ_JVGV01000033	4945	4975	F	LOW
NZ_MKJG01000011	620447	620479	F	MEDIUM
NZ_KE700006	741576	741608	F	HIGH
NZ_KI538721	875585	875617	F	HIGH
NZ_KE699149	899011	899043	F	HIGH
NZ_ANYR01000022	55160	55192	F	HIGH
NZ_CVOH01000036	31953	31985	F	HIGH
NZ_FWIG01000004	350791	350824	R	LOW
NZ_NODW01000002	460717	460749	F	MEDIUM
NZ_NOIB01000005	8606	8638	F	HIGH
NC_021486	475829	475864	F	MEDIUM
NZ_CQDB01000001	275454	275484	R	HIGH
NZ_CHDL01000001	275453	275483	R	HIGH
NZ_CFLB01000001	376270	376300	R	HIGH
NZ_CPZX01000001	128332	128362	R	LOW
NZ_CDBM01000002	383519	383549	F	HIGH
NZ_CDDJ01000031	603	633	R	HIGH
NC_018646	941341	941371	F	HIGH
NZ_FWIG01000004	350791	350824	R	LOW
NZ_ANQE01000013	16849	16879	F	LOW
NZ_ALRO01000046	44624	44653	R	HIGH
NZ_ALRP01000018	44689	44718	R	HIGH
NZ_ALRQ01000033	16634	16663	F	HIGH
NZ_ALRR01000037	43863	43892	R	HIGH
NZ_ANEL01000031	16631	16660	F	HIGH
NZ_ALRS01000037	16772	16801	F	HIGH
NZ_ALRT01000038	44623	44652	R	HIGH
NZ_JMBK01000025	16350	16379	F	HIGH
NZ_JMBI01000023	16350	16379	F	HIGH
NZ_FWIG01000004	350791	350824	R	LOW
NZ_JMBJ01000024	16350	16379	F	HIGH
NZ_CP011325	942483	942513	F	HIGH
NZ_LHQU01000052	16410	16440	F	HIGH
NZ_BCNI01000035	43641	43670	R	HIGH
NZ_CP011326	936693	936723	F	HIGH
NZ_JH689307	1135647	1135677	F	LOW
NZ_AHQD01000190	6955	6990	F	HIGH
NZ_ANDH01000029	110939	110969	R	HIGH
NZ_LBKG01000024	281507	281537	F	LOW
NZ_FWIG01000004	350791	350824	R	LOW
NZ_MAWH01000011	44432	44462	R	HIGH
NZ_FJMY01000110	54335	54367	R	HIGH
NZ_MXEG01000008	214	246	R	MEDIUM
NZ_MYKW01000678	169	201	F	MEDIUM
NZ_MYXH01000020	112	144	R	HIGH
NZ_MYWM01000042	127	159	R	HIGH
NZ_MYUV01000025	3094	3126	R	MEDIUM
NZ_AOYU01000089	156520	156552	F	MEDIUM
NZ_AYDO01000081	156474	156506	F	HIGH
NZ_AOYP01000045	186	218	R	HIGH
NZ_FWIG01000004	350791	350824	R	LOW
NZ_AYEJ01000066	5320	5353	F	HIGH
NZ_CAGQ01000058	164	196	R	MEDIUM
NZ_MXGZ01000006	143	176	R	LOW
NZ_JYTS01000003	20150	20182	F	MEDIUM
NZ_JYUQ01000028	32333	32365	F	MEDIUM
NZ_JYVI01000016	156432	156464	F	MEDIUM
NZ_JYWE01000034	20288	20320	F	MEDIUM
NZ_JYXG01000028	13198	13230	R	MEDIUM
NZ_JYZG01000009	80	113	R	HIGH
NZ_LHDZ01000007	214487	214519	R	MEDIUM
NZ_FWIG01000004	350791	350824	R	LOW
NZ_JWRC01000021	81048	81080	F	MEDIUM
NZ_JWQY01000008	45651	45683	F	MEDIUM
NZ_MYXI01000037	34897	34929	F	MEDIUM
NZ_CP029038	1000894	1000926	F	MEDIUM
NZ_CP029040	997199	997231	F	MEDIUM
NZ_NBRA01000002	289210	289242	F	MEDIUM
NZ_NBQQ01000003	289210	289242	F	MEDIUM
NZ_LN868944	238289	238321	R	MEDIUM
NZ_CP029036	997189	997221	F	MEDIUM
NZ_AOXW01000042	19865	19897	R	MEDIUM
NZ_FWIG01000004	350791	350824	R	LOW
NZ_JZTN01000037	129429	129461	R	MEDIUM
NZ_JZTO01000005	129754	129786	R	MEDIUM
NZ_JZTP01000033	87691	87723	R	MEDIUM
NZ_JZTV01000014	45390	45422	F	MEDIUM
NZ_MXEL01000001	266802	266834	R	MEDIUM
NZ_JYUX01000045	8741	8773	R	MEDIUM
NZ_LHNK01000007	269942	269974	R	MEDIUM
NZ_LHOQ01000007	269630	269662	R	MEDIUM
NZ_MXGL01000002	156569	156601	F	MEDIUM
NZ_JWRE01000018	289130	289162	F	MEDIUM
NZ_FWIG01000004	350791	350824	R	LOW
NZ_JWRD01000014	288964	288996	F	MEDIUM
NZ_JWRB01000006	101171	101203	R	MEDIUM
NZ_JWRA01000016	274711	274743	F	MEDIUM
NZ_JWQZ01000019	21088	21120	R	MEDIUM
NZ_JVRS01000057	11826	11859	F	HIGH
NZ_JVRP01000051	12019	12052	F	HIGH
NZ_AHNR02000001	26242	26277	F	LOW
NZ_CP007631	973029	973059	F	HIGH
NZ_CP007631	973161	973191	F	LOW
NZ_CP007631	973227	973257	F	LOW
NZ_FWGV01000007	55179	55211	F	MEDIUM
NZ_CP007631	973623	973653	F	MEDIUM
NZ_KV834249	383741	383771	F	HIGH
NZ_ANQB01000010	292667	292697	R	HIGH
NZ_ADKB01000010	121715	121747	R	MEDIUM
NZ_ALQN01000018	91136	91166	R	HIGH
NZ_NJNE01000063	24776	24808	R	HIGH
NZ_ALSX01000009	16645	16675	F	LOW
NZ_AFLU02000045	62903	62940	R	HIGH
NZ_AHMG02000056	150141	150178	F	HIGH
NZ_AFJK02000056	57299	57336	R	HIGH
NZ_MRYQ01000003	128917	128952	R	MEDIUM
NZ_ANMV01000107	23414	23451	F	HIGH
NZ_ANMW01000068	47085	47122	R	HIGH
NZ_ANMX01000158	47023	47060	R	HIGH
NZ_ALUQ01000041	26	56	F	LOW
NZ_ALUQ01000041	93	123	F	LOW
NZ_ANDN01000035	44495	44526	R	LOW
NZ_ALSU01000029	182469	182500	F	LOW
NZ_ALTP01000013	154614	154645	F	MEDIUM
NZ_ALUD01000026	44447	44478	R	HIGH
NZ_ALUL01000038	223821	223852	F	MEDIUM
NZ_NDDZ01000073	95064	95096	R	HIGH
NZ_ALUL01000038	223888	223919	F	LOW
NZ_ALUS01000044	224166	224197	F	LOW
NZ_ANDU01000014	88381	88412	R	HIGH
NZ_ALQZ01000115	68923	68954	F	HIGH
NZ_ANEM01000012	29318	29349	R	HIGH
NZ_ALSI01000007	44804	44835	R	LOW
NZ_LCZU01000035	155199	155230	F	LOW
NZ_CGCF01000001	42801	42832	R	LOW
NZ_LCXS01000019	44911	44942	R	HIGH
NZ_CQBS01000001	222694	222725	F	LOW
NZ_MTVV01000004	1432074	1432111	R	MEDIUM
NZ_CPXP01000001	42801	42832	R	HIGH
NZ_CPWP01000003	42669	42700	R	HIGH
NZ_CGCK01000001	5476	5507	R	HIGH
NZ_LCVE01000037	43071	43102	R	HIGH
NZ_LCVS01000041	278336	278367	F	LOW
NZ_CTKW01000010	40086	40117	F	MEDIUM
NZ_LCVZ01000029	44032	44063	R	HIGH
NZ_LCWA01000025	43523	43554	R	HIGH
NZ_LCWC01000027	223707	223738	F	LOW
NZ_CP011329	922153	922184	F	LOW
NZ_MDGI01000011	273664	273696	R	MEDIUM
NZ_LCZX01000019	43871	43902	R	HIGH
NZ_KQ957593	278186	278216	R	LOW
NZ_CPVY01000007	42735	42766	R	HIGH
NZ_CQBZ01000009	42669	42700	R	HIGH
NZ_CQDY01000008	52467	52498	F	LOW
NZ_CP019979	973537	973568	F	LOW
NZ_KV793864	153894	153923	R	LOW
NZ_GL397179	1522628	1522658	F	HIGH
NZ_KV794067	262135	262171	F	MEDIUM
NZ_LT714196	964276	964306	F	LOW
NZ_MDFX01000046	117892	117924	F	HIGH
NZ_LLFE01000024	9565	9597	F	MEDIUM
NZ_PYQM01000038	25810	25842	R	MEDIUM
NZ_ALTP01000013	153624	153654	F	HIGH
NZ_AUWH01000014	277305	277334	F	LOW
NZ_LBKG01000024	281639	281669	F	LOW
NZ_AESX01000050	250	282	F	MEDIUM
NZ_MXRG01000017	292	324	R	MEDIUM
NZ_MXMR01000001	222505	222537	F	MEDIUM
NZ_MYBB01000003	456707	456739	F	MEDIUM
NZ_MXXP01000002	149	181	F	HIGH
NZ_JFHN01000045	311634	311666	F	LOW
NZ_JYUR01000016	12447	12479	R	MEDIUM
NZ_JYZL01000001	211244	211276	R	MEDIUM
NZ_MATE01000024	195116	195148	F	MEDIUM
NZ_QAPL01000004	125177	125209	R	MEDIUM
NZ_MYYP01000005	182007	182039	R	HIGH
NZ_CTJD01000001	222555	222585	F	LOW
NZ_ALUZ01000054	49040	49070	R	HIGH
NZ_CPVQ01000002	19806	19836	R	HIGH
NZ_JTCN01000037	2299	2331	F	HIGH
NZ_NEMV01000065	2486	2518	F	MEDIUM
NZ_BEYQ01000012	2183	2222	R	MEDIUM
NZ_CPXU01000003	73522	73552	F	LOW
NZ_CQDE01000003	94329	94359	F	LOW
NZ_NJLP01000087	1623	1655	F	MEDIUM
NZ_MAWB01000033	277187	277217	F	HIGH
NZ_CFLB01000001	376468	376498	R	HIGH
NZ_MYWY01000115	365	397	F	HIGH
NZ_MYWX01000010	159389	159421	R	HIGH
NZ_MYWZ01000001	1152694	1152726	R	HIGH
NZ_LINA01000068	2593	2625	F	HIGH
NZ_LDAJ01000019	167832	167862	F	HIGH
MNBT01000001	152053	152090	R	MEDIUM
NZ_AUVZ01000011	277042	277072	F	HIGH
NZ_JQPK01000132	9171	9207	F	HIGH
NZ_ALQN01000018	90872	90902	R	HIGH
NZ_MBLC01000022	45491	45521	R	LOW
NZ_CDEQ01000003	145179	145209	R	HIGH
NZ_CQEL01000002	107042	107074	R	HIGH
NZ_CPVL01000003	25609	25639	R	HIGH
NZ_KV791624	278480	278510	R	LOW
NZ_MYXF01000543	252	284	F	MEDIUM
NZ_MYWM01000298	60	92	R	HIGH
MNBU01000002	172429	172466	F	MEDIUM
NZ_MYUV01000025	2179	2211	R	HIGH
NZ_JYTS01000100	152	184	F	HIGH
NZ_JYUQ01000073	253	286	R	HIGH
NZ_JYVI01000050	152	184	F	HIGH
NZ_JYWI01000067	497	529	R	HIGH
NZ_JYXG01000028	12161	12193	R	HIGH
NZ_JYZG01000010	12159	12192	R	HIGH
NZ_LHDZ01000070	550	581	R	HIGH
NZ_JWQY01000008	46688	46720	F	MEDIUM
NZ_MXEG01000015	869	901	F	MEDIUM
MOPR01000001	607808	607845	R	MEDIUM
NZ_MYXG01000003	128822	128854	R	HIGH
NZ_CP029040	998236	998268	F	MEDIUM
NZ_NBRA01000002	290247	290279	F	MEDIUM
NZ_NBQQ01000003	290247	290279	F	MEDIUM
NZ_CP029036	998226	998258	F	MEDIUM
NZ_AOXW01000042	18828	18860	R	HIGH
NZ_JZTN01000037	128392	128424	R	HIGH
NZ_JZTO01000005	128717	128749	R	HIGH
NZ_JZTP01000033	86654	86686	R	HIGH
NZ_JZTV01000014	46427	46459	F	MEDIUM
MOQF01000041	29159	29196	R	MEDIUM
NZ_MXGZ01000016	933	965	F	MEDIUM
NZ_MXEL01000001	265765	265797	R	HIGH
NZ_MXXT01000059	30664	30696	R	HIGH
NZ_JYUX01000045	7704	7736	R	HIGH
NZ_JYWE01000011	234056	234088	R	HIGH
NZ_LHNK01000007	268966	268998	R	HIGH
NZ_LHOQ01000007	268654	268686	R	HIGH
NZ_MXGL01000002	157606	157638	F	MEDIUM
NZ_JWRE01000018	290167	290199	F	MEDIUM
NZ_JWRD01000014	290001	290033	F	MEDIUM
MPGB01000003	74767	74804	F	MEDIUM
NZ_JWRB01000006	100134	100166	R	HIGH
NZ_JWRA01000016	275748	275780	F	MEDIUM
NZ_JWQZ01000019	20051	20083	R	HIGH
NZ_LDAJ01000019	167766	167796	F	HIGH
NZ_ANDV01000035	43061	43091	R	HIGH
NZ_CPXT01000002	152667	152697	F	LOW
NZ_LDAN01000005	43470	43500	R	MEDIUM
NZ_CCYF01000018	242	272	R	MEDIUM
NZ_KB849937	234546	234578	F	MEDIUM
NZ_JQSF01000031	80941	80973	F	MEDIUM
MNSK01000001	2689	2723	F	HIGH
NZ_JQSF01000031	80941	80973	F	MEDIUM
NZ_FBWV01000026	191987	192019	F	MEDIUM
NZ_FBWY01000067	192110	192142	F	MEDIUM
NZ_FBWZ01000022	132894	132926	F	MEDIUM
NZ_FBWW01000035	134398	134430	F	MEDIUM
NZ_LWTH01000005	15213	15245	NA	NA
NZ_FBWQ01000055	192010	192042	F	MEDIUM
NZ_FBWP01000037	192008	192040	F	MEDIUM
NZ_CP015364	3289981	3290013	F	MEDIUM
NZ_NJNE01000063	24837	24870	R	HIGH
NZ_MKJS01000011	489035	489067	F	HIGH
NZ_MXLI01000012	98367	98399	R	HIGH
NZ_MAKQ01000094	1400	1432	F	MEDIUM
NZ_ALTM01000016	263851	263881	R	MEDIUM
NZ_CQEL01000002	106646	106676	R	HIGH
NZ_CPXO01000002	172193	172223	R	LOW
NZ_CP018254	3300702	3300734	F	LOW
NZ_AMHC01000098	17168	17200	F	MEDIUM
NZ_AMIS01000177	45661	45693	F	MEDIUM
NZ_AKWR02000141	25451	25495	R	HIGH
NZ_FJRM01000134	253	283	F	HIGH
NC_018646	941274	941305	F	HIGH
NZ_CP011325	942416	942447	F	HIGH
NZ_CP011326	936626	936657	F	HIGH
NZ_ANQE01000013	16782	16813	F	HIGH
NZ_ALRO01000046	44690	44720	R	HIGH
NZ_ALRP01000018	44755	44785	R	HIGH
NZ_ALRQ01000033	16567	16597	F	HIGH
NZ_ALRR01000037	43929	43959	R	HIGH
NZ_ANEL01000031	16564	16594	F	HIGH
NZ_MKYK01000011	61719	61752	R	HIGH
NZ_ALRS01000037	16705	16735	F	HIGH
NZ_ALRT01000038	44689	44719	R	HIGH
NZ_JMBK01000025	16283	16313	F	HIGH
NZ_JMBI01000023	16283	16313	F	HIGH
NZ_JMBJ01000024	16283	16313	F	HIGH
NZ_LHQU01000052	16343	16374	F	HIGH
NZ_BCNI01000035	43707	43737	R	HIGH
NZ_LBLD01000019	44679	44709	R	MEDIUM
NZ_CQAB01000001	272413	272443	R	HIGH
NZ_CDEQ01000003	145245	145275	R	HIGH
NZ_MLYM01000024	13418	13455	R	HIGH
NZ_CTKP01000001	42934	42964	R	HIGH
NZ_MYZM01000033	7247	7279	R	MEDIUM
NZ_MZAK01000003	154498	154530	R	MEDIUM
NZ_MZAO01000003	188645	188677	F	MEDIUM
NZ_MZBB01000008	190680	190712	F	MEDIUM
NZ_CM001471	2932869	2932901	R	MEDIUM
NZ_LLFE01000200	515	547	F	MEDIUM
NZ_NJNE01000063	24899	24931	R	HIGH
NZ_MAKQ01000094	1760	1792	F	MEDIUM
NZ_MLYL01000008	13418	13455	R	HIGH
NZ_MAKQ01000094	2300	2332	F	MEDIUM
NZ_BBVE01000004	138441	138473	F	HIGH
NZ_LBKT01000003	277215	277245	F	LOW
NZ_FBWV01000026	191867	191899	F	MEDIUM
NZ_FBWY01000067	191990	192022	F	MEDIUM
NZ_FBWZ01000022	133014	133046	F	MEDIUM
NZ_FBWW01000035	134518	134550	NA	NA
NZ_LWTH01000005	15333	15365	R	MEDIUM
NZ_FBWQ01000055	191890	191922	F	MEDIUM
NZ_FBWP01000037	191888	191920	F	MEDIUM
NZ_MOLZ01000037	26819	26861	R	LOW
NZ_GG749268	1194192	1194222	R	HIGH
NZ_JVQE01000012	14259	14289	F	MEDIUM
NZ_MUXP01000004	135165	135195	R	HIGH
NZ_LWCF01000038	21646	21676	F	LOW
NZ_MZCT01000002	295070	295102	F	HIGH
NZ_MYWZ01000001	1153365	1153397	R	HIGH
NZ_MYWY01000229	6485	6517	F	HIGH
NZ_MYWX01000001	462762	462794	F	HIGH
NZ_JYPW01000009	433263	433295	F	HIGH
